domain,category_names
baasisgek.com,shopping
model19.ru,adult
st-loreto-duale-fachschulen.de,"business,education"
maleflixxx.tv,adult
ellerbeck-schwedenhaus.de,business
stoetzelbikes.de,"business,shopping"
xxxpipi.com,illegal-content
fernsehempfang.tv,"business,entertainment"
honeywellhome.com,"business,shopping"
folienwerk-wolfen.de,"business,education"
eyec.de,business
dr-lersch.de,"business,education,health"
friedhof-mannheim.de,"business,education"
sweetprince.club,adult
rapewhore.com,adult
deisenhof-titisee.de,"business,education"
bad-ems.info,"business,education,entertainment"
biopur.de,"business,education"
appsnity.com,"business,education,information-tech"
zeitungheute.com,"entertainment,news and media,sports"
jobcenter-rhein-berg.de,"business,education"
neualbenreuth.de,"business,education"
6fuq.com,adult
patentman.de,shopping
it-muecke.de,"business,information-tech"
puckator.de,"business,shopping"
flughafen-sylt.de,"business,education,entertainment"
xsportv14.com,"business,entertainment"
tuugo.at,business
railworks.dk,"business,education,information-tech"
inbayreuth.de,"business,news and media"
bad-schussenried.de,"business,education,entertainment"
carmen-ev.de,"business,education"
hausverwaltung-tomforde.de,business
neuenhaus.com,"business,education"
geschenke-mit-gravur.com,"business,shopping"
thekennedys.de,"business,education,entertainment"
tabletguide.nl,"information-tech,news and media,shopping"
foodgenius.de,business
meler.eu,business
ruindays.com,"business,shopping"
savannahcat.de,"business,education"
happens-hof.de,"business,education"
independenttravelcats.com,"business,education,travel"
pflanzen-fuer-dich.de,"business,education,shopping"
bogar.com,"business,education,shopping"
androidplanet.nl,information-tech
joomlaforum.ru,"business,information-tech"
mrbsemporium.com,"business,education"
nova-hairstudio.de,business
glasvapor.com,"business,shopping"
bizerba.com,"business,education"
raumtext.com,"business,education"
koogi.de,"business,food and recipes"
24not.com,business
hayats.de,"business,food and recipes"
kaiseralm.de,business
alptube.com,adult
hansmichelhof.de,business
handheldmuseum.com,"business,education,entertainment"
tsv-tiere-und-menschen.de,"business,education"
filmstart.ru,entertainment
odense.dk,"business,education,shopping"
klasyayin3.com,"entertainment,streaming-media"
muehlen-apotheke-steinhagen.de,business
kuechenspezialisten.de,"business,shopping"
pluuz.de,shopping
uhrenhell.de,"business,shopping"
nouvoo.fr,business
fahrschule-am-theo.de,"business,education"
felixbeilharz.de,"business,education"
winkler-stuttgart.de,"business,shopping"
zonal.ly,"entertainment,sports"
suedtiroler-weinstrasse.it,"alcohol and tobacco,business,education"
toyfigurines.com.au,shopping
swallowthesun.net,"business,education,entertainment"
klinikum-emden.de,"business,health"
proconnect-ev.de,business
1063thebuzz.com,entertainment
leipzig-pensionen.de,"business,travel"
usa-forum.at,"business,education"
jucy.com.au,"business,entertainment,shopping"
youthfulteens.com,adult
hairbylederer.de,business
private-sexkontakte-berlin.com,adult
camio.com,"business,information-tech"
folienprint.de,business
eberlei.com,"business,shopping,vehicles"
schroeder-hesel.de,"business,education"
teamconsult.de,business
amd-netz-nrw.de,"business,education,health"
europapokal.de,sports
forex-4-charity.com,"business,education"
goleygo.de,"business,education"
einstueckland.de,"business,education"
kern-stabi.de,shopping
m.dk,"business,education"
3dpuzzle.org,games
sillygear.com,shopping
generalibewegtdeutschland.de,business
waldcafe-corell.de,business
lakelucerne.ch,"business,shopping"
avos-berlin.de,business
polihof.de,business
dr-martin-berger.com,"education,health"
models-me.com,"adult,entertainment"
volker-vandenboom.de,"business,education"
vkpornodepfile.com,adult
roth-energie.de,"business,shopping"
britanopics.site,parked
breitner.de,"business,education"
seel-ilsfeld.de,"business,shopping"
as1130.de,"business,education"
neueschule.de,education
puchtlers.de,"business,travel"
tc-han-kook.de,"business,education"
thebirdincologne.com,food and recipes
popspots.de,"business,education,entertainment"
izofile.net,illegal-content
engelsons.se,shopping
xn--fahrschule-khnert-e3b.de,"business,education"
pegida.de,"business,education,entertainment"
radhaus-krechting.de,"business,shopping"
silikonfabrik.de,"business,shopping"
die-linke-im-kreistag-rhein-erft.de,"education,shopping"
beverlynails.de,"business,shopping"
textmatters.org,"business,education,entertainment"
sugarfina.com,"business,shopping"
videoland.com,entertainment
hotel-helbach.de,business
elementare-gestaltung.de,"blogs and personal,business,education"
cafe-intencion.com,"business,food and recipes"
pflegekammer-rlp.de,"business,education"
gruen-weiss-herne.de,"business,education,entertainment"
mangaporno.pro,adult
pizzakurier-gp.de,business
ftc-bauelemente.de,business
ellen-herbes.de,"blogs and personal,education,entertainment"
auttogram.com,business
pulvermuehle.eu,"business,food and recipes"
ffm-wetter.de,"business,education"
melsheimer-riesling.de,"alcohol and tobacco,business,education"
memorial-acte.fr,"business,education"
hansiherrmann.de,"business,education"
ac-stuttgart.de,"business,vehicles"
xvidxxx.com,adult
knies-lagotka.de,"business,shopping"
kassenschmiede.de,"business,shopping"
av-packaging.de,business
luedeuhren.de,"business,entertainment,shopping"
insidexbox.de,"games,news and media"
christian-stuermann.de,"education,entertainment,streaming-media"
uhrmacherwerkstatt.com,shopping
grimmheimat.de,"business,education"
traumaplant.de,"business,education,health"
gabal-verlag.de,"business,education"
minecraft-rahasia.eu,"business,education,games"
selbstaendigen-rechner.de,"blogs and personal,business,education"
andreakutschakademie.com,"business,education"
luxury-park.de,"business,shopping"
peterscarfe.com,"business,education"
sicodice.com,business
mediendom.de,"business,education,entertainment"
paddyhats.com,education
inkscape-forum.de,"education,information-tech,message-boards and forums"
bolly2tolly.net,entertainment
sovd-nienburg.de,"business,education,entertainment"
anwalt-grafing.de,"business,education"
akkuschrauber-experten.de,shopping
bestlolis.xyz,adult
newxteen.com,adult
asisas.site,parked
studio-centric.de,"business,education"
germany-radio.de,"business,education,entertainment"
kunstpsychologie.de,"business,education"
curatiopflege.de,"business,education"
grantome.com,"education,health"
tierrettung-ausland.com,"business,education"
izlemac1.net,"business,entertainment,sports"
xposeprint.de,"business,shopping"
bluelotus-aachen.de,business
luftfahrtshop24.de,"entertainment,shopping"
sanitaer-wolf.com,"business,shopping"
uhren-bentien.de,business
k2-ec.de,"business,education,information-tech"
1fwjpdwguvqs.com,content-server
10000flies.de,"education,entertainment,news and media"
blatz-kunststoffwerk.de,business
mzv.de,business
chatki.com,"business,chat and messaging"
pension-schwanensee.de,"business,travel"
weilburger-graphics.de,business
lalastars.to,"adult,entertainment"
souslaplage.org,"education,entertainment"
kreisanzeiger.de,"business,education"
transportcontrol.de,"business,education"
osnasex.de,"adult,business"
homeplanethostel.de,"business,travel"
hyapur.de,"business,shopping"
psychose-wissen.de,"business,education"
wbv-worldwide.com,business
blackheavenshop.com,shopping
smarterworld.de,"business,education"
webgirls.cam,adult
heckenpflanzen-heijnen.de,"business,education,shopping"
bewertunghaus.de,"business,education"
theater-essen.de,"education,entertainment,shopping"
victoria-lebenslust.de,"business,education,shopping"
astroanalysen.net,"business,education"
kinox.la,"entertainment,streaming-media"
liebezurwahrheit.info,"blogs and personal,education"
moebel-neust.de,shopping
ammersken-fenster.de,"business,shopping"
kraftort.org,"business,education"
storexppen.com,shopping
iv-djt.com,education
h-h-shop.com,shopping
vipvids.xyz,parked
imago-eyewear.de,"business,education"
nestleprofessional.de,business
longial.de,"business,education"
crave.ca,business
dein-holzpferdeshop.de,shopping
kasszandra.hu,"business,education,entertainment"
junkyard.ruhr,business
burg-seevetal.de,business
bewohnerfrei.de,"business,education"
hotel-laspalmeras.com,business
hundehilfe-koblenz.com,"business,education"
pluggi.de,"business,shopping"
fun-factory-sifi.com,"business,education"
thermoform-plastics.de,"business,shopping"
save-resources.com,"business,shopping"
pyramide-sibyllenbad.de,"business,travel"
pg-versand.de,"adult,shopping"
aronso.at,"business,shopping"
cory-henry.com,"business,education,entertainment"
sarcletti.de,"business,food and recipes"
eroticagatherer.com,entertainment
windrad-online.de,"business,information-tech"
casolivo.it,"business,shopping"
baumueller.de,business
wind-turbine-models.com,"business,education,shopping"
blechwaren-limburg.de,business
feinstaubvignette.de,"business,education"
autohaus-markus-hoeger.com,"business,vehicles"
swedenabroad.se,"business,education"
lacunacoil.com,"business,education,entertainment"
deutsche-steuerberatungshotline.de,"business,education"
derestricted-ebike.com,"business,shopping"
poconoplazahotel.com,business
bausch-stroebel.com,"business,education"
mrmine.com,"business,information-tech"
aisci.de,"business,information-tech"
insernet.de,"business,shopping"
ruprecht.de,education
hardwaredealz.com,"games,information-tech"
tes-finanz.de,business
deutter.de,"alcohol and tobacco,shopping"
noriskmultigaming.de,"business,information-tech"
ok-camping.de,"business,shopping"
bilder-hosting.info,media-sharing
afi.edu,education
plastikkarten24.de,"business,economy and finance,shopping"
onlinepack.de,"business,shopping"
budosport-buxtehude.de,business
mp3playertestsieger.de,"business,shopping"
musicnota.org,"business,education"
karlsgymnasium.org,"business,education"
ctl-labor.de,"business,education,health"
kpopmap.com,"business,entertainment"
timeisyourlife.shop,shopping
bsrm.de,"business,education"
eventseeker.com,"business,education,entertainment"
cogsci.nl,"business,education"
aktive-tierfreunde.net,"business,education"
boehlje.de,"business,education"
xxxsharing.online,adult
nerdsquare.eu,"education,entertainment"
ngbk.de,"business,education"
diestadtgaertner.de,"business,shopping"
xn--dreissigjhriger-krieg-e2b.de,education
antikes-restaurant.de,business
bitgid.com,"business,education"
fawema.com,"business,shopping"
chromeindustries.com,shopping
musikpraxis.de,"business,education"
beltzo.de,shopping
yasuni.com,"business,shopping"
statistik-mv.de,"business,education"
paulaner-im-spreebogen.de,"business,food and recipes"
flypg.no,"business,education"
bewegtezeiten.de,"business,education,entertainment"
harzspezialisten.de,"business,shopping"
thewssa.com,"business,sports"
wolkensteinbaer.at,"business,education,travel"
drewag-netz.de,"business,information-tech"
stattreisen-karlsruhe.de,"business,education,entertainment"
lacounty.gov,"business,education"
storyvents.com,"business,education,entertainment"
michaelkrug.de,"business,information-tech"
baumerhhs.com,"business,education"
devaartyachting.com,"shopping,vehicles"
bst.group,business
retroradio.hu,"business,education,entertainment"
wbversand.com,shopping
ziegenaus.info,business
kg-reuschenberg.de,"business,education"
ginakdesigns.com,"business,shopping"
incest-porn.com,adult
fuessen-outlet-center.de,business
cafedesdeuxmoulins.fr,"business,food and recipes"
izletv4.pw,"entertainment,streaming-media"
motorzone-chiemgau.de,business
baumhueter-extrusion.de,business
teslabrowser.com,"business,information-tech"
airmat.com,"business,education"
berggut.com,"business,shopping"
trassl-polymer.de,"entertainment,information-tech,shopping"
fov-flattichbus.de,business
dnslytics.com,information-tech
fahrschule-europe.de,"business,education"
saalburg-maerchenwald.de,"business,education,entertainment"
hobbitpresse.de,"business,education,entertainment"
bergkaese-allgaeu.de,"business,food and recipes,shopping"
bikesportworld.de,shopping
dotainternational.com,shopping
shop-73engelchen.de,shopping
film-720hd.club,entertainment
itchoteles.com,"business,travel"
backhausstrasse.de,"business,education"
perfect-you24.com,business
schmilka.de,"business,travel"
stadtwerke-freiberg.de,"business,education,information-tech"
devanco.com,"business,education,information-tech"
dybuster.com,"business,education"
kunstwerk-location.com,business
sportmed24.de,"business,shopping"
ferienwohnung-roth-oelsnitz.de,business
burgenland-verpackungen.de,"business,food and recipes,shopping"
etimex-pp.com,business
hpmag.de,business
raimartihof.de,"business,education,entertainment"
anituga.xyz,entertainment
praxis-beate-hofmann.de,"business,education"
dingeo.dk,"business,education"
gamesforthebrain.com,"education,games"
hdlava.me,entertainment
gsm-group.de,"business,education"
vaterlos.eu,education
proplugindirectory.com,"business,information-tech"
moderlak.de,education
racingrabbit.de,"business,education"
germanysolingen.com,"business,shopping"
myformsfinder.com,"business,information-tech"
hirsch-chemnitz.de,"business,shopping,vehicles"
runningbrina.com,"business,education"
bchain.info,"economy and finance,education"
vindazo.de,"business,job-related"
daglfing.de,"business,entertainment,sports"
steglitz-museum.de,"business,education"
holtkamper.de,business
amaragua.com,"business,entertainment,travel"
